id,text
2647,we can leave if we put an orange cone here.
2648,"yes, but i don't know where the orange cones are."
2649,what happens when the fire alarm rings?
2650,we tell our students to leave the classroom.
2651,can they take their belongings?
2652,"yes, if they do it quickly."
2653,where do the students go?
2654,they go out to the north parking lot.
2655,what do the teachers do?
2656,we take our rosters to the parking lot and take roll.
2657,why do you do that?
2658,we want to make sure all the students are out of the building.
2659,"if they are all outside, then what?"
2660,i have to go back upstairs.
2661,why? we're already late.
2662,i have to check the stove.
2663,what's the matter?
2664,maybe i left the burner on.
2665,"no, you didn't. i checked the stove before we left."
2666,are you sure?
2667,of course i'm sure.
2668,"well, i have to go back upstairs anyway."
2669,it's getting later every minute.
2670,i think i left the water running.
2671,the city is buying guns.
2672,what are they paying?
2673,"up to $200 for each gun, no questions asked."
2674,why are they doing this?
2675,they want to get guns off the street.
2676,who would turn in a gun for $200?
2677,that isn't a good deal?
2678,a good gun costs $400 or more.
2679,"well, if you bring your receipt, maybe they'll give you $400."
2680,i'll keep my receipt and my gun.
2681,i didn't know you had a gun.
2682,you're yawning.
2683,i sure am.
2684,you should go to bed.
2685,i will as soon as i finish this article.
2686,what are you reading?
2687,it's about crime in los angeles.
2688,what does it say?
2689,the mayor says the crime rate is going down.
2690,then why does everyone lock their doors?
2691,i guess they haven't read this article.
2692,no one believes that the crime rate is going down.
2693,people who live in california are crazy.
2694,why is that?
2695,because of all the earthquakes and fires.
2696,but big earthquakes happen only once in a while.
2697,once in a while is once too many.
2698,but you're right. there are a lot of fires.
2699,a recent fire destroyed 85 homes.
2700,"still, it's safer than florida."
2701,florida doesn't have earthquakes or fires.
2702,"no, florida just has hurricanes every year from june to october."
2703,but most of those hurricanes are harmless.
2704,i went to hawaii on vacation.
2705,did you like it?
2706,i loved it. i want to live there.
2707,what did you like?
2708,"the island is so green, and the water is so blue."
2709,did you go swimming?
2710,i went to the beach every day.
2711,how was the weather?
2712,it was hot and sunny every day.
2713,what did you do at night?
2714,at night i went out to eat. the food was delicious.
2715,i like this hotel.
2716,what do you like about it?
2717,we get a free breakfast.
2718,coffee and a roll?
2719,"no, a real breakfast."
2720,bacon and eggs?
2721,"with toast, ham, sausage, fresh fruit, and juice."
2722,wow! that is nice. let's stay for two nights.
2723,"and the rooms are clean, too."
2724,do they allow pets?
2725,"no pets, no smoking."
2726,i'm not sleeping here tonight.
2727,what's the matter? this is a nice room.
2728,"maybe the room is nice, but not the bed."
2729,what's wrong with the bed?
2730,look at this sheet.
2731,yes?
2732,see those stains?
2733,i sure do.
2734,i'm not sleeping on that sheet.
2735,"well, just call the front desk. they'll give us new sheets."
2736,i want sheets without stains on them.
2737,what time does your plane leave?
2738,it leaves at 12:15.
2739,when do you have to be at the airport?
2740,i have to be there two hours early.
2741,so we have to be at the airport at 10:15.
2742,that means we have to leave the house at 9:15.
2743,"well, it's an hour to get there, if there are no traffic problems."
2744,so maybe we better leave at 8:15?
2745,"yes, it's better to get there too early than too late."
2746,i agree.
2747,you never know what might happen on these freeways.
2748,i need to fly to new york.
2749,when are you going?
2750,during the christmas holidays.
2751,you'd better buy your ticket now.
2752,you must be kidding.
2753,"no, i'm not. it's march. time is running out. seats are selling out right now."
2754,i thought i would wait until october.
2755,i'll bet this is the first time you've ever flown during christmas.
2756,you're right.
2757,"well, listen to me. you need to buy a ticket now."
2758,but maybe prices will be cheaper in october.
2759,i hate flying.
2760,so do i.
2761,"a long time ago, flying used to be okay."
2762,now it's like riding a bus.
2763,you're jammed in with people all around you.
2764,"half of them are coughing, and the other half are sneezing."
2765,you don't have any elbow room or knee room.
2766,people are always getting up to use the bathroom.
2767,kids are crying or climbing over you.
2768,it's a flying zoo!
2769,i wish i could afford first class seats.
2770,some guy rowed across the atlantic ocean.
2771,good for him.
2772,why would he do that?
2773,did he set a new record?
2774,"yes, i think he did."
2775,"well, i guess that's why he did it."
2776,what's the point?
2777,now he has the world record!
2778,"but someone's going to break it, so what good is it?"
2779,"well, he can enjoy it while it lasts."
2780,i don't think he even got paid for it.
2781,i want to go on a cruise ship.
2782,that sounds like fun. where do you want to go?
2783,i want to cruise to hawaii.
2784,"that should be a nice trip. lots of fun, and lots of food."
2785,i have no idea how much it will cost.
2786,i think it depends on the season and on your cabin.
2787,"well, of course i want to go when the weather is nice."
2788,"yes, you don't want to travel in winter storms."
2789,and i want to get a big cabin with a view.
2790,are you going to travel alone?
2791,"no, my sister and i will travel together."
2792,i hate to fly.
2793,because of all the security?
2794,"no, because it hurts my ears."
2795,what do you mean?
2796,"every time we land or take off, my ears hurt so much."
2797,"that's just the altitude change, i think."
2798,"whatever it is, it hurts."
2799,can't you take medicine or something for it?
2800,"i've tried everything, but nothing works."
2801,have you tried earplugs?
2802,"they don't work, either."
2803,spring break starts tomorrow.
2804,are you going to go anywhere?
2805,i was thinking of driving to arizona.
2806,to the grand canyon?
2807,yes. i've never been there.
2808,i was there when i was a kid.
2809,how did you like it?
2810,i loved it. i still remember how amazing it was.
2811,"i'm sure i'll like it, too."
2812,you should try riding a mule on a trail to the bottom.
2813,no way! i don't want to fall to my death.
2814,that hotel was terrible.
2815,the worst in the whole world.
2816,the walls were so thin.
2817,all day long we heard tvs or telephones.
2818,all night long we heard people snoring.
2819,housekeeping didn't give us fresh towels.
2820,room service brought us a cold dinner.
2821,our nonsmoking room stunk of cigarette smoke.
2822,our room was right next to the elevator and the ice machine.
2823,they added phony charges to our bill.
2824,how did we end up in that terrible hotel?
2825,i have to hang up. i'm so sleepy.
2826,it's not even 10 o'clock.
2827,i'm falling asleep on the phone.
2828,you got up real early.
2829,i had to take my friend to the airport.
2830,why didn't you take a nap when you got home?
2831,i didn't get home until 30 minutes ago.
2832,why is that?
2833,there was a bomb threat at the airport.
2834,only a threat?
2835,"yes, but i was stuck there all day while they looked for the bomb."
2836,"my dad went to washington, d.c."
2837,why did he do that?
2838,"he was invited, along with about 90 other veterans."
2839,who invited them?
2840,some private organization.
2841,why did they invite him?
2842,to thank him and all the other soldiers who served in world war ii.
2843,that's very nice.
2844,my dad got to see the beautiful new world war ii monument.
2845,that trip must have cost a lot of money.†
2846,"that was a great trip to washington, d.c."
2847,"tell me about it, dad."
2848,about 90 of us world war ii veterans got on the plane at 8 a.m.
2849,how long was the flight?
2850,it only took about two hours.
2851,did you take pictures at the world war ii monument?
2852,"oh, yes. we all took lots of pictures."
2853,then you flew back home that evening?
2854,"yes. when we landed, tv reporters and the army band were there."
2855,that must have made you feel really special.
2856,"oh, it did. there were about 300 people there to honor us."
